chunker,question_id,expected_source,rank,source,store_score,cosine_similarity,chunk_length,latency_ms,query_embedding_dimension,query_embedding_first_8,query_vector_shape,chunk_vector_shape,text_preview
semantic,q2,california_tenants_2026.pdf,5,california_tenants_2026.pdf,0.615059,0.578138,411,7.88,384,"[0.125766, -0.025051, -0.012115, 0.047433, -0.006981, 0.030006, -0.005548, -0.080366]",[384],[384],"Code § 1950.5(f)(1). 354 Ibid. 355 Weaver, California Tenants’ Rights, 23rd Ed., pages 231-232 (NOLO Press 2022). 356 Civ. Code § 1950.5(f)(1). 357 Civ. Code § 1950.5(f)(2). 358 Civ. Code § 1950.5(f)(2), referring to Civ. Code § 1950.5(b)(1"
semantic,q3,hud_rental_screening_guidance.pdf,1,hud_rental_screening_guidance.pdf,0.739907,0.683133,3662,7.17,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"12, 2023). April 29, 2024 21 experience of domestic violence, dating violence, sexual assault, or stalking (e.g., for related noise violations) should not be held against the survivor.110 In addition, reasonable accommodations to the screen"
semantic,q3,hud_rental_screening_guidance.pdf,2,cfpb_tenant_background_market_report.pdf,0.723941,0.708351,7146,7.17,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"1344. 119 MLRI, “Evicted for Life,” supra note 112, p. 4-8. 120 Elora Raymond et al., “Corporate Landlords, Institutional Investors, and Displacement: Eviction Rates in Single- Family Rentals,” Federal Reserve Bank of Atlanta, December 2016"
semantic,q3,hud_rental_screening_guidance.pdf,3,cfpb_tenant_background_market_report.pdf,0.714222,0.709219,4009,7.17,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"4. CONSUMER FINANCIAL PROTECTION BUREAU 33 homelessness, causing mental and physical health issues, and preventing equitable wealth- building opportunities.139 As noted in Section 2, the make-up of renters skews towards lower- income famili"
semantic,q3,hud_rental_screening_guidance.pdf,4,hud_rental_screening_guidance.pdf,0.659304,0.632777,3762,7.17,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"49 15 U.S.C. §§ 1681–1681x; see generally Advisory Opinion, Fair Credit Reporting; Background Screening, 89 Fed. Reg. 4171 (Jan. 23, 2024). 50 See Langolis v. Abington Hous. Auth., 234 F. Supp. 2d 33, 69 (D. Mass. 2002) (“If the justificati"
semantic,q3,hud_rental_screening_guidance.pdf,5,hud_rental_screening_guidance.pdf,0.654629,0.584315,2840,7.17,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"649, 667 (2021). April 29, 2024 10 remaining factors, thereby recreating the same discriminatory outcomes.56 Monitoring should also look at whether any datasets used are more inaccurate or incomplete for certain groups than others. It also "
semantic,q4,cfpb_tenant_background_consumer_snapshot.pdf,1,cfpb_tenant_background_consumer_snapshot.pdf,0.682131,0.640739,1278,7.25,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],CONSUMER FINANCIAL PROTECTION BUREAU | NOVEMBER 2022 Consumer Snapshot: Tenant background checks Tenant screening issues described in consumer complaints and interviews 1 CONSUMER FINANCIAL PROTECTION BUREAU Table of c ontents Table of cont
semantic,q4,cfpb_tenant_background_consumer_snapshot.pdf,2,cfpb_tenant_background_consumer_snapshot.pdf,0.67908,0.692841,6241,7.25,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],Consumer resources...............................................................................................27 2 CONSUMER FINANCIAL PROTECTION BUREAU Executive summary Renting a home is increasingly costly and challenging for many.1 La
semantic,q4,cfpb_tenant_background_consumer_snapshot.pdf,3,cfpb_tenant_background_consumer_snapshot.pdf,0.673113,0.574797,4823,7.25,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],"21 CONSUMER FINANCIAL PROTECTION BUREAU 5. Problems accessing tenant screening reports Limited awareness of tenant screening reports and consumer rights In interviews and focus groups, people who had applied for rental housing in recent yea"
semantic,q4,cfpb_tenant_background_consumer_snapshot.pdf,4,cfpb_tenant_background_consumer_snapshot.pdf,0.671002,0.609487,7131,7.25,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],"Prot. Bureau, supra note 4. 10 CONSUMER FINANCIAL PROTECTION BUREAU  provide the company’s contact information.15 Tenants should review tenant screening reports for errors and initiate the dispute process with the company that compiled the"
semantic,q4,cfpb_tenant_background_consumer_snapshot.pdf,5,cfpb_tenant_background_market_report.pdf,0.644203,0.557689,5445,7.25,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],"22 See section 4.1.2, below. Renters Homeowners Income Under $30,000 $30,000–74,999 $75,000 and Over CONSUMER FINANCIAL PROTECTION BUREAU 9 3. Market Overview 3.1 Tenant Screening Industry The tenant screening market is opaque. There is no "
semantic,q5,ftc_rental_scams_data_spotlight.html,1,ftc_rental_scams_data_spotlight.html,0.682153,0.677034,283,6.94,384,"[0.05038, -0.073534, -0.032452, 0.126088, 0.005646, 0.1141, -0.001031, 0.068035]",[384],[384],Rental scams hit home with $65 million in reported losses | Federal Trade Commission Skip to main content An official website of the United States government Here’s how you know Here's how you know The .gov means it’s official. Federal gove
semantic,q5,ftc_rental_scams_data_spotlight.html,2,ftc_rental_scams_data_spotlight.html,0.620418,0.604202,7671,6.94,384,"[0.05038, -0.073534, -0.032452, 0.126088, 0.005646, 0.1141, -0.001031, 0.068035]",[384],[384],"Close to work? Whatever the must-haves are for your next rental home, you can bet there’s a fake listing that checks all the boxes. Since 2020, people have reported nearly 65,000 rental scams to the FTC with about $65 million in losses. [1]"
semantic,q5,ftc_rental_scams_data_spotlight.html,3,ftc_rental_listing_scams.html,0.551954,0.453291,3172,6.94,384,"[0.05038, -0.073534, -0.032452, 0.126088, 0.005646, 0.1141, -0.001031, 0.068035]",[384],[384],"Before you make a move, learn how to spot and avoid fake rental ads. How Rental Scam Ads Work How To Tell Whether a Rental Listing Is Real Protect Your Personal Information and Money Report Problems How Rental Scam Ads Work Rental scams oft"
semantic,q5,ftc_rental_scams_data_spotlight.html,4,cfpb_tenant_background_market_report.pdf,0.531712,0.482987,5445,6.94,384,"[0.05038, -0.073534, -0.032452, 0.126088, 0.005646, 0.1141, -0.001031, 0.068035]",[384],[384],"22 See section 4.1.2, below. Renters Homeowners Income Under $30,000 $30,000–74,999 $75,000 and Over CONSUMER FINANCIAL PROTECTION BUREAU 9 3. Market Overview 3.1 Tenant Screening Industry The tenant screening market is opaque. There is no "
semantic,q5,ftc_rental_scams_data_spotlight.html,5,cfpb_tenant_background_market_report.pdf,0.528433,0.50296,15441,6.94,384,"[0.05038, -0.073534, -0.032452, 0.126088, 0.005646, 0.1141, -0.001031, 0.068035]",[384],[384],"Credit Reporting System,” p. 7, https://files.consumerfinance.gov/f/201212_cfpb_credit-reporting-white-paper.pdf; Evan Hendricks, “Credit Scores & Credit Reports. How the System Really Works, What You Can Do,” Privacy Times, 2005; Family Ho"
sentence_window,q1,ftc_rental_listing_scams.html,1,ftc_rental_listing_scams.html,0.651817,0.519816,183,50.71,384,"[0.045439, -0.050476, -0.049581, 0.109286, 0.023538, 0.06002, 0.00361, 0.038027]",[384],[384],"The scammer will do one or more of the following: The scammer might try to pocket your money for the supposed application fee, deposit, first month’s rent, or vacation rental charge."
sentence_window,q1,ftc_rental_listing_scams.html,2,ftc_rental_listing_scams.html,0.645114,0.520444,239,50.71,384,"[0.045439, -0.050476, -0.049581, 0.109286, 0.023538, 0.06002, 0.00361, 0.038027]",[384],[384],"The fake owner might tell you can only secure the property with a&nbsp; wire transfer through Western Union or MoneyGram,&nbsp; gift cards, &nbsp;or&nbsp; cryptocurrency &nbsp;to pay for an application fee, deposit, or first month’s rent."
sentence_window,q1,ftc_rental_listing_scams.html,3,ftc_rental_scams_data_spotlight.html,0.641904,0.465039,263,50.71,384,"[0.045439, -0.050476, -0.049581, 0.109286, 0.023538, 0.06002, 0.00361, 0.038027]",[384],[384],"Reports show these scams can take a few different forms: Scammers pressure you for money upfront before you’ve even seen the place in person.&nbsp; They might say you need to pay an application fee, security deposit, or first month’s rent t"
sentence_window,q1,ftc_rental_listing_scams.html,4,ftc_rental_listing_scams.html,0.619033,0.338155,155,50.71,384,"[0.045439, -0.050476, -0.049581, 0.109286, 0.023538, 0.06002, 0.00361, 0.038027]",[384],[384],"&nbsp;If anyone insists you can only pay with wire transfers through Western Union or MoneyGram,&nbsp; gift cards , or&nbsp; cryptocurrency , it’s a scam."
sentence_window,q1,ftc_rental_listing_scams.html,5,ftc_rental_listing_scams.html,0.611343,0.318448,156,50.71,384,"[0.045439, -0.050476, -0.049581, 0.109286, 0.023538, 0.06002, 0.00361, 0.038027]",[384],[384],"They’ll often charge service fees without actually doing anything for you, and leave you further in the hole with local, state, or federal tax authorities."
sentence_window,q2,california_tenants_2026.pdf,1,california_tenants_2026.pdf,0.852366,0.726415,138,47.95,384,"[0.125766, -0.025051, -0.012115, 0.047433, -0.006981, 0.030006, -0.005548, -0.080366]",[384],[384],"As of July 1, 2024, landlords will be limited to an amount of no more than one month’s rent that they can charge as a security deposit."
sentence_window,q2,california_tenants_2026.pdf,2,california_tenants_2026.pdf,0.838728,0.687217,266,47.95,384,"[0.125766, -0.025051, -0.012115, 0.047433, -0.006981, 0.030006, -0.005548, -0.080366]",[384],[384],"Regardless of the landlord’s justification or name for any other deposits or charges, the law considers them all to be part of the security deposit and limited to an amount equal to one month’s rent.142 Only small landlords can charge more "
sentence_window,q2,california_tenants_2026.pdf,3,california_tenants_2026.pdf,0.814925,0.668242,295,47.95,384,"[0.125766, -0.025051, -0.012115, 0.047433, -0.006981, 0.030006, -0.005548, -0.080366]",[384],[384],"No matter what these payments or fees are called, the law considers them all, as well as any other deposit or charge, to be part of the security deposit.140 The law limits the total amount that the landlords and small landlords (as defined "
sentence_window,q2,california_tenants_2026.pdf,4,california_tenants_2026.pdf,0.800492,0.625993,145,47.95,384,"[0.125766, -0.025051, -0.012115, 0.047433, -0.006981, 0.030006, -0.005548, -0.080366]",[384],[384],"• Suppose the landlord requires you to pay $1,000 security deposit (the maximum allowed by law for an unfurnished unit when the rent is $1,000)."
sentence_window,q2,california_tenants_2026.pdf,5,california_tenants_2026.pdf,0.792756,0.601742,151,47.95,384,"[0.125766, -0.025051, -0.012115, 0.047433, -0.006981, 0.030006, -0.005548, -0.080366]",[384],[384],These rights include all of the following: • Limits on the amount of the security deposit that the landlord can require you to pay (see pages 34-36).
sentence_window,q3,hud_rental_screening_guidance.pdf,1,hud_rental_screening_guidance.pdf,0.849944,0.698302,319,45.95,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"Even though fewer than one in five renters are Black, over half of all eviction cases are filed against Black renters.105 Black and Hispanic renters have eviction cases filed against them at higher rates than White renters, with women of th"
sentence_window,q3,hud_rental_screening_guidance.pdf,2,hud_rental_screening_guidance.pdf,0.813259,0.765805,813,45.95,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"Eviction History Eviction records are one of the most commonly-marketed tenant screening components, and they are standard features of many screening reports.101 Tenant screening companies have built private databases from court records of "
sentence_window,q3,hud_rental_screening_guidance.pdf,3,hud_rental_screening_guidance.pdf,0.801946,0.727957,205,45.95,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"Therefore, tenant screening companies and housing providers should not rely on eviction records that are old, incomplete, irrelevant, or where a better measure of an applicant’s behavior is available."
sentence_window,q3,hud_rental_screening_guidance.pdf,4,hud_rental_screening_guidance.pdf,0.790346,0.685743,447,45.95,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"April 29, 2024 20 groups bearing even higher disparities.106 Evictions are filed against adults living with children at more than twice the rate than for adults living without children.107 Some groups of renters with disabilities disproport"
sentence_window,q3,hud_rental_screening_guidance.pdf,5,hud_rental_screening_guidance.pdf,0.758575,0.686312,377,45.95,384,"[-0.013543, 0.057094, -0.029385, 0.0459, 0.03562, 0.047089, -0.036552, -0.143655]",[384],[384],"Note that under the Fair Credit Reporting Act, tenant screening companies must include existing disposition information for eviction records.109 Housing providers and tenant screening companies should not deny or recommend the denial of hou"
sentence_window,q4,cfpb_tenant_background_consumer_snapshot.pdf,1,cfpb_tenant_background_consumer_snapshot.pdf,0.848217,0.88636,179,46.96,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],"In January 2019, the CFPB received approximately 300 complaints per month and by September 2022, the CFPB received almost 700 complaints per month related to tenant screening."
sentence_window,q4,cfpb_tenant_background_consumer_snapshot.pdf,2,cfpb_tenant_background_consumer_snapshot.pdf,0.829849,0.80535,530,46.96,384,"[0.04859, 0.020692, 0.01629, 0.06641, 0.014746, 0.044791, -0.066951, -0.032521]",[384],[384],"Tenant screening reports can make a would-be renter’s path even more costly and challenging.2 This bulletin outlines difficulties prospective renters encountered in connection with a landlord’s use of a tenant screening report, based on com"
